Season,Round,CircuitID,Position,DriverID,Code,PermanentNumber,GivenName,FamilyName,DateOfBirth,Nationality,ConstructorID,ConstructorName,ConstructorNationality,Q1,Q2,Q3
2005,19,shanghai,3,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:34.488,0,0
2005,19,shanghai,4,button,BUT,22,Jenson,Button,1980-01-19,British,bar,BAR,British,1:34.801,0,0
2005,19,shanghai,5,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:35.188,0,0
2005,19,shanghai,6,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:35.301,0,0
2005,19,shanghai,7,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:35.428,0,0
2005,19,shanghai,8,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,ferrari,Ferrari,Italian,1:35.610,0,0
2005,19,shanghai,9,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:35.723,0,0
2005,19,shanghai,10,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:35.739,0,0
2005,19,shanghai,11,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,sauber,Sauber,Swiss,1:35.898,0,0
2005,19,shanghai,12,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:36.044,0,0
2005,19,shanghai,13,pizzonia,PIZ,0,Antônio,Pizzonia,1980-09-11,Brazilian,williams,Williams,British,1:36.445,0,0
2005,19,shanghai,14,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:36.472,0,0
2005,19,shanghai,15,karthikeyan,KAR,0,Narain,Karthikeyan,1977-01-14,Indian,jordan,Jordan,Irish,1:36.707,0,0
2005,19,shanghai,16,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,sauber,Sauber,Swiss,1:36.788,0,0
2005,19,shanghai,17,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,bar,BAR,British,1:37.083,0,0
2005,19,shanghai,18,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,minardi,Minardi,Italian,1:39.105,0,0
2005,19,shanghai,19,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,jordan,Jordan,Irish,1:39.233,0,0
2005,19,shanghai,20,doornbos,DOO,0,Robert,Doornbos,1981-09-23,Dutch,minardi,Minardi,Italian,1:39.460,0,0
2006,1,bahrain,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:33.310,1:32.025,1:31.431
2006,1,bahrain,2,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,1:33.579,1:32.014,1:31.478
2006,1,bahrain,3,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:32.603,1:32.025,1:31.549
2006,1,bahrain,4,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:32.433,1:31.215,1:31.702
2006,1,bahrain,5,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:33.233,1:31.487,1:32.164
2006,1,bahrain,6,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:33.922,1:32.322,1:32.579
2006,1,bahrain,7,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:33.454,1:32.309,1:33.006
2006,1,bahrain,8,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:34.308,1:32.106,1:33.112
2006,1,bahrain,9,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:32.934,1:31.831,1:33.496
2006,1,bahrain,10,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:33.374,1:31.958,1:33.926
2006,1,bahrain,11,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:33.882,1:32.456,0
2006,1,bahrain,12,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:32.945,1:32.620,0
2006,1,bahrain,13,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:33.678,1:32.850,0
2006,1,bahrain,14,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:33.987,1:33.066,0
2006,1,bahrain,15,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:34.439,1:33.416,0
2006,1,bahrain,16,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:33.995,1:34.606,0
2006,1,bahrain,17,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:34.702,0,0
2006,1,bahrain,18,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:35.724,0,0
2006,1,bahrain,19,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:35.900,0,0
2006,1,bahrain,20,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:37.411,0,0
2006,1,bahrain,21,ide,IDE,0,Yuji,Ide,1975-01-21,Japanese,super_aguri,Super Aguri,Japanese,1:40.270,0,0
2006,1,bahrain,22,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,0,0,0
2006,2,sepang,1,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:35.488,1:33.623,1:33.840
2006,2,sepang,2,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:35.023,1:33.527,1:33.986
2006,2,sepang,3,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:35.105,1:34.563,1:34.626
2006,2,sepang,4,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:35.810,1:34.574,1:34.668
2006,2,sepang,5,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:35.252,1:34.279,1:34.672
2006,2,sepang,6,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:34.536,1:34.568,1:34.916
2006,2,sepang,7,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:34.667,1:34.351,1:34.983
2006,2,sepang,8,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:35.514,1:33.997,1:35.747
2006,2,sepang,9,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:35.171,1:34.537,1:38.715
2006,2,sepang,10,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:35.214,1:34.586,0
2006,2,sepang,11,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:34.839,1:34.614,0
2006,2,sepang,12,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:35.526,1:34.683,0
2006,2,sepang,13,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:35.517,1:34.702,0
2006,2,sepang,14,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:35.391,1:34.752,0
2006,2,sepang,15,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:35.588,1:34.783,0
2006,2,sepang,16,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,1:35.091,0,0
2006,2,sepang,17,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:36.297,0,0
2006,2,sepang,18,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:36.581,0,0
2006,2,sepang,19,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:37.426,0,0
2006,2,sepang,20,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:37.819,0,0
2006,2,sepang,21,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:39.011,0,0
2006,2,sepang,22,ide,IDE,0,Yuji,Ide,1975-01-21,Japanese,super_aguri,Super Aguri,Japanese,1:40.720,0,0
2006,3,albert_park,1,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:28.081,1:26.337,1:25.229
2006,3,albert_park,2,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:27.765,1:26.196,1:25.635
2006,3,albert_park,3,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:28.569,1:25.729,1:25.778
2006,3,albert_park,4,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:27.193,1:26.161,1:25.822
2006,3,albert_park,5,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:27.079,1:25.902,1:25.976
2006,3,albert_park,6,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:28.007,1:26.596,1:26.612
2006,3,albert_park,7,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:27.669,1:26.075,1:26.937
2006,3,albert_park,8,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:27.796,1:26.014,1:27.579
2006,3,albert_park,9,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:28.460,1:26.714,1:29.239
2006,3,albert_park,10,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:27.748,1:26.327,0
2006,3,albert_park,11,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:28.228,1:26.718,0
2006,3,albert_park,12,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:28.408,1:27.023,0
2006,3,albert_park,13,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:28.999,1:27.219,0
2006,3,albert_park,14,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:28.757,1:27.591,0
2006,3,albert_park,15,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:28.351,1:29.422,0
2006,3,albert_park,16,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,1:28.868,0,0
2006,3,albert_park,17,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:29.943,0,0
2006,3,albert_park,18,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:30.226,0,0
2006,3,albert_park,19,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:30.426,0,0
2006,3,albert_park,20,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:30.709,0,0
2006,3,albert_park,21,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:32.279,0,0
2006,3,albert_park,22,ide,IDE,0,Yuji,Ide,1975-01-21,Japanese,super_aguri,Super Aguri,Japanese,1:36.164,0,0
2006,4,imola,1,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:24.598,1:22.579,1:22.795
2006,4,imola,2,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:24.480,1:23.749,1:22.988
2006,4,imola,3,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:24.727,1:23.760,1:23.242
2006,4,imola,4,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,1:24.884,1:23.595,1:23.702
2006,4,imola,5,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:23.536,1:23.743,1:23.709
2006,4,imola,6,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:24.370,1:23.565,1:23.772
2006,4,imola,7,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:24.960,1:23.760,1:24.021
2006,4,imola,8,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:24.259,1:23.190,1:24.158
2006,4,imola,9,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:24.446,1:23.727,1:24.172
2006,4,imola,10,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:24.992,1:23.718,1:24.795
2006,4,imola,11,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:24.434,1:23.771,0
2006,4,imola,12,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:25.081,1:23.887,0
2006,4,imola,13,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:24.495,1:23.966,0
2006,4,imola,14,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:24.849,1:24.101,0
2006,4,imola,15,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:25.410,1:24.129,0
2006,4,imola,16,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:24.879,1:24.520,0
2006,4,imola,17,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:25.410,0,0
2006,4,imola,18,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:25.437,0,0
2006,4,imola,19,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:26.820,0,0
2006,4,imola,20,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:27.088,0,0
2006,4,imola,21,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:27.609,0,0
2006,4,imola,22,ide,IDE,0,Yuji,Ide,1975-01-21,Japanese,super_aguri,Super Aguri,Japanese,1:29.282,0,0
2006,5,nurburgring,1,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:31.138,1:30.336,1:29.816
2006,5,nurburgring,2,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:31.235,1:30.013,1:30.028
2006,5,nurburgring,3,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,1:31.921,1:30.732,1:30.407
2006,5,nurburgring,4,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:31.671,1:30.469,1:30.754
2006,5,nurburgring,5,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:31.263,1:30.203,1:30.933
2006,5,nurburgring,6,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:31.420,1:30.755,1:30.940
2006,5,nurburgring,7,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:31.809,1:30.733,1:31.419
2006,5,nurburgring,8,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:31.545,1:30.865,1:31.542
2006,5,nurburgring,9,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:31.774,1:30.671,1:31.880
2006,5,nurburgring,10,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:31.712,1:30.892,1:33.405
2006,5,nurburgring,11,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:31.470,1:30.944,0
2006,5,nurburgring,12,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:32.053,1:31.194,0
2006,5,nurburgring,13,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:31.574,1:31.197,0
2006,5,nurburgring,14,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:31.742,1:31.227,0
2006,5,nurburgring,15,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:31.457,1:31.422,0
2006,5,nurburgring,16,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:32.651,1:31.728,0
2006,5,nurburgring,17,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:32.901,0,0
2006,5,nurburgring,18,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:32.936,0,0
2006,5,nurburgring,19,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:32.992,0,0
2006,5,nurburgring,20,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:33.658,0,0
2006,5,nurburgring,21,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:35.239,0,0
2006,5,nurburgring,22,montagny,FMO,0,Franck,Montagny,1978-01-05,French,super_aguri,Super Aguri,Japanese,1:46.505,0,0
2006,6,catalunya,1,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:15.816,1:15.124,1:14.648
2006,6,catalunya,2,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:16.046,1:14.766,1:14.709
2006,6,catalunya,3,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:16.049,1:14.637,1:14.970
2006,6,catalunya,4,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,1:16.359,1:15.245,1:15.442
2006,6,catalunya,5,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:16.266,1:15.258,1:15.885
2006,6,catalunya,6,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:16.234,1:15.164,1:15.885
2006,6,catalunya,7,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:16.174,1:15.068,1:15.976
2006,6,catalunya,8,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:16.054,1:15.150,1:16.008
2006,6,catalunya,9,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:16.613,1:15.422,1:16.015
2006,6,catalunya,10,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:16.322,1:15.468,1:17.144
2006,6,catalunya,11,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:16.685,1:15.502,0
2006,6,catalunya,12,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:16.195,1:15.801,0
2006,6,catalunya,13,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:17.213,1:15.804,0
2006,6,catalunya,14,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:16.066,1:15.847,0
2006,6,catalunya,15,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:16.627,1:15.928,0
2006,6,catalunya,16,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:17.105,1:16.661,0
2006,6,catalunya,17,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:17.361,0,0
2006,6,catalunya,18,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:17.702,0,0
2006,6,catalunya,19,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:18.024,0,0
2006,6,catalunya,20,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:18.920,0,0
2006,6,catalunya,21,montagny,FMO,0,Franck,Montagny,1978-01-05,French,super_aguri,Super Aguri,Japanese,1:20.763,0,0
2006,6,catalunya,22,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,0,0,0
2006,7,monaco,1,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:14.232,1:13.622,1:13.962
2006,7,monaco,2,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:14.305,1:13.728,1:14.082
2006,7,monaco,3,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:13.887,1:13.532,1:14.140
2006,7,monaco,4,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:14.483,1:14.295,1:14.664
2006,7,monaco,5,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:14.766,1:14.312,1:15.804
2006,7,monaco,6,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,1:14.883,1:14.211,1:15.857
2006,7,monaco,7,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:15.090,1:13.687,1:16.426
2006,7,monaco,8,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:14.888,1:13.909,1:16.636
2006,7,monaco,9,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:14.614,1:13.647,1:17.260
2006,7,monaco,10,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:14.412,1:14.398,0
2006,7,monaco,11,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:14.489,1:14.747,0
2006,7,monaco,12,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:15.314,1:14.969,0
2006,7,monaco,13,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:15.085,1:14.982,0
2006,7,monaco,14,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:15.316,1:15.052,0
2006,7,monaco,15,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:15.324,1:15.137,0
2006,7,monaco,16,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:15.598,0,0
2006,7,monaco,17,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:15.993,0,0
2006,7,monaco,18,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:16.236,0,0
2006,7,monaco,19,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:17.276,0,0
2006,7,monaco,20,montagny,FMO,0,Franck,Montagny,1978-01-05,French,super_aguri,Super Aguri,Japanese,1:17.502,0,0
2006,7,monaco,21,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,0,0,0
2006,7,monaco,22,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,0,0,0
2006,8,silverstone,1,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:21.018,1:20.271,1:20.253
2006,8,silverstone,2,raikkonen,RAI,7,Kimi,Räikkönen,1979-10-17,Finnish,mclaren,McLaren,British,1:21.648,1:20.497,1:20.397
2006,8,silverstone,3,michael_schumacher,MSC,0,Michael,Schumacher,1969-01-03,German,ferrari,Ferrari,Italian,1:22.096,1:20.659,1:20.574
2006,8,silverstone,4,massa,MAS,19,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,1:21.647,1:20.846,1:20.764
2006,8,silverstone,5,fisichella,FIS,0,Giancarlo,Fisichella,1973-01-14,Italian,renault,Renault,French,1:22.411,1:20.594,1:20.919
2006,8,silverstone,6,barrichello,BAR,0,Rubens,Barrichello,1972-05-23,Brazilian,honda,Honda,Japanese,1:22.965,1:20.929,1:20.943
2006,8,silverstone,7,ralf_schumacher,SCH,0,Ralf,Schumacher,1975-06-30,German,toyota,Toyota,Japanese,1:22.886,1:21.043,1:21.073
2006,8,silverstone,8,montoya,MON,0,Juan,Pablo Montoya,1975-09-20,Colombian,mclaren,McLaren,British,1:22.169,1:20.816,1:21.107
2006,8,silverstone,9,heidfeld,HEI,0,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,1:21.670,1:20.629,1:21.329
2006,8,silverstone,10,villeneuve,VIL,0,Jacques,Villeneuve,1971-04-09,Canadian,bmw_sauber,BMW Sauber,German,1:21.637,1:20.672,1:21.599
2006,8,silverstone,11,coulthard,COU,0,David,Coulthard,1971-03-27,British,red_bull,Red Bull,Austrian,1:22.424,1:21.442,0
2006,8,silverstone,12,rosberg,ROS,6,Nico,Rosberg,1985-06-27,German,williams,Williams,British,1:23.083,1:21.567,0
2006,8,silverstone,13,liuzzi,LIU,0,Vitantonio,Liuzzi,1980-08-06,Italian,toro_rosso,Toro Rosso,Italian,1:22.685,1:21.699,0
2006,8,silverstone,14,klien,KLI,0,Christian,Klien,1983-02-07,Austrian,red_bull,Red Bull,Austrian,1:22.773,1:21.990,0
2006,8,silverstone,15,speed,SPE,0,Scott,Speed,1983-01-24,American,toro_rosso,Toro Rosso,Italian,1:22.541,1:22.076,0
2006,8,silverstone,16,monteiro,TMO,0,Tiago,Monteiro,1976-07-24,Portuguese,mf1,MF1,Russian,1:22.860,1:22.207,0
2006,8,silverstone,17,webber,WEB,0,Mark,Webber,1976-08-27,Australian,williams,Williams,British,1:23.129,0,0
2006,8,silverstone,18,albers,ALB,0,Christijan,Albers,1979-04-16,Dutch,mf1,MF1,Russian,1:23.210,0,0
2006,8,silverstone,19,button,BUT,22,Jenson,Button,1980-01-19,British,honda,Honda,Japanese,1:23.247,0,0
2006,8,silverstone,20,sato,SAT,0,Takuma,Sato,1977-01-28,Japanese,super_aguri,Super Aguri,Japanese,1:26.158,0,0
2006,8,silverstone,21,montagny,FMO,0,Franck,Montagny,1978-01-05,French,super_aguri,Super Aguri,Japanese,1:26.316,0,0
2006,8,silverstone,22,trulli,TRU,0,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,0,0,0
2006,9,villeneuve,1,alonso,ALO,14,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,1:15.350,1:14.726,1:14.942
